日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2014/3/14,'002230,科大讯飞,46.96,47.1,45.29,45.7,45.75,1.21,2.6448,1.2578,4756028,221272062.6,22000426584,17756321537
2014/3/13,'002230,科大讯飞,45.75,45.95,44.51,44.8,44.96,0.79,1.7571,1.1594,4384042,198827269.9,21433550175,17298801327
2014/3/12,'002230,科大讯飞,44.96,46.99,43,46.63,46.63,-1.67,-3.5814,2.2013,8323455,374143687.9,21063440784,17000089785
2014/3/11,'002230,科大讯飞,46.63,47.1,45.95,46.5,46.86,-0.23,-0.4908,1.0333,3907193,181269790.3,21845823927,17631543298
2014/3/10,'002230,科大讯飞,46.86,49.3,45.96,49.3,50.1,-3.24,-6.4671,2.6899,10170819,480784083.7,21953577294,17718509949
2014/3/7,'002230,科大讯飞,50.1,52.36,49.81,51.53,51.49,-1.39,-2.6996,1.5816,5980403,305798099.2,23471494290,18943605388
2014/3/6,'002230,科大讯飞,51.49,51.54,50.2,50.41,50.95,0.54,1.0599,1.2137,4589221,234069765.3,24122699421,19469186455
2014/3/5,'002230,科大讯飞,50.95,52.3,50.71,51.4,51.44,-0.49,-0.9526,1.2116,4581151,235712176.6,23869713255,19265003882
2014/3/4,'002230,科大讯飞,51.44,52.1,50.85,51.49,51.23,0.21,0.4099,1.3008,4918506,253307929.7,24099274776,19450280661
2014/3/3,'002230,科大讯飞,51.23,51.9,49.89,50.48,50.49,0.74,1.4656,1.5719,5943574,303686730,24000891267,19370876328
2014/2/28,'002230,科大讯飞,50.49,50.86,49.41,50.3,49.85,0.64,1.2839,1.5413,5828029,291734259.6,23654206521,19091070579
2014/2/27,'002230,科大讯飞,49.85,52.94,49.68,51.76,50.53,-0.68,-1.3457,2.3279,8802135,452113242.7,23354371065,18849076419
2014/2/26,'002230,科大讯飞,50.53,51.55,49.25,51,51.39,-0.86,-1.6735,2.0336,7689250,386996501.1,23672946237,19106195214
2014/2/25,'002230,科大讯飞,51.39,56.33,50.27,54.26,54.26,-2.87,-5.2893,3.4424,13016395,699737251,24075850131,19431374868
2014/2/24,'002230,科大讯飞,54.26,55.43,53.01,54.73,55.16,-0.9,-1.6316,1.6185,6119899,331233696.9,25420424754,20516567432
2014/2/21,'002230,科大讯飞,55.16,56.7,54.7,55.8,56.39,-1.23,-2.1812,1.6795,6350478,352465991.6,25842068364,20856871720
2014/2/20,'002230,科大讯飞,56.39,56.6,51.5,52.91,52.9,3.49,6.5974,3.2388,12246533,665034916,26418314631,21321954248
2014/2/19,'002230,科大讯飞,52.9,54.47,52.5,54.18,54.37,-1.47,-2.7037,1.7538,6631213,351567084.6,24783274410,20002329840
2014/2/18,'002230,科大讯飞,54.37,55.38,54,55.28,54.8,-0.43,-0.7847,1.4705,5560115,303606067.3,25471958973,20558160178
2014/2/17,'002230,科大讯飞,54.8,55.01,53.75,53.76,53.39,1.41,2.6409,1.7215,6509192,354497381.7,25673410920,20720750005
2014/2/14,'002230,科大讯飞,53.39,53.9,51,53.22,53.22,0.17,0.3194,3.6502,13801966,724719755.3,25012835931,20187606620
2014/2/13,'002230,科大讯飞,53.22,56.76,52.88,55.18,55.25,-2.03,-3.6742,3.0169,11407225,629518672.6,24933192138,20123326921
2014/2/12,'002230,科大讯飞,55.25,55.39,53.31,54.09,54.1,1.15,2.1257,2.1633,8179653,445479521.2,25884232725,20890902149
2014/2/11,'002230,科大讯飞,54.1,56.25,53.5,55.3,54.9,-0.8,-1.4572,2.4132,9124773,497477189.7,25345465890,20456068892
2014/2/10,'002230,科大讯飞,54.9,57.18,54.61,55.08,55,-0.1,-0.1818,2.7091,10243658,571650875.2,25720260210,20758561592
2014/2/7,'002230,科大讯飞,55,55.75,53.6,53.9,54.3,0.7,1.2891,2.6186,9901409,541826529,25767109500,20796373180
2014/1/30,'002230,科大讯飞,54.3,55.8,53.95,54,53.53,0.77,1.4384,4.1242,15594084,854708107.1,25439164470,20531692067
2014/1/29,'002230,科大讯飞,53.53,53.53,48.71,48.71,48.66,4.87,10.0082,4.8356,18284276,949871361.4,25078424937,20240542842
2014/1/28,'002230,科大讯飞,48.66,49.44,48.31,48.97,48.79,-0.13,-0.2664,1.1459,4332789,211740897.3,22796864514,18399118526
2014/1/27,'002230,科大讯飞,48.79,49.97,48.41,49.8,50.25,-1.46,-2.9055,2.1247,8033667,393636382.5,22857768591,18448273590
2014/1/24,'002230,科大讯飞,50.25,51.52,49.81,50.07,50.07,0.18,0.3595,2.4617,9308115,473009925.8,23541768225,19000322769
2014/1/23,'002230,科大讯飞,50.07,50.86,49.6,50.26,50.09,-0.02,-0.0399,1.6287,6158229,308683804,23457439503,18932261911
2014/1/22,'002230,科大讯飞,50.09,51.16,49.7,49.93,49.93,0.16,0.3204,2.4119,9119766,459866165.7,23466809361,18939824229
2014/1/21,'002230,科大讯飞,49.93,50.12,48.98,49.33,49.61,0.32,0.645,1.5998,6049115,299748868.2,23391850497,18879325689
2014/1/20,'002230,科大讯飞,49.61,50.17,48.8,49.48,49.48,0.13,0.2627,1.7589,6650732,329326654.9,23241932769,18758328608
2014/1/17,'002230,科大讯飞,49.48,50.3,48,48,48,1.48,3.0833,2.8747,10869596,538059547.9,23181028692,18709173545
2014/1/16,'002230,科大讯飞,48,49.41,47.78,49,48.8,-0.8,-1.6393,1.7366,6566415,319093359.3,22487659200,18149562048
2014/1/15,'002230,科大讯飞,48.8,49.35,48.05,48.11,48.24,0.56,1.1609,2.5986,9825867,478229364.8,22862453520,18452054749
2014/1/14,'002230,科大讯飞,48.24,48.24,45.5,45.79,45.53,2.71,5.9521,2.7671,10462871,494631877.1,22600097496,18240309858
2014/1/13,'002230,科大讯飞,45.53,46.15,44.86,45.36,45.45,0.08,0.176,1.0286,3889359,177156914.4,21330481737,17215615834
2014/1/10,'002230,科大讯飞,45.45,46.99,44.9,45.39,45.42,0.03,0.0661,1.7703,6693914,307683363.3,21293002305,17185366564
2014/1/9,'002230,科大讯飞,45.42,46.61,44.74,45.41,45.44,-0.02,-0.044,1.3355,5049907,231418695.4,21278947518,17174023088
2014/1/8,'002230,科大讯飞,45.44,46.21,45.2,45.35,45.08,0.36,0.7986,1.2121,4583193,209520351.5,21288317376,17181585405
2014/1/7,'002230,科大讯飞,45.08,45.69,44.5,44.87,45.12,-0.04,-0.0887,1.2755,4822717,217717585.3,21119659932,17045463690
2014/1/6,'002230,科大讯飞,45.12,46.99,44.91,46.75,47.05,-1.93,-4.102,1.3561,5127472,235107368.6,21138399648,17060588325
2014/1/3,'002230,科大讯飞,47.05,47.98,46.3,47.7,48.07,-1.02,-2.1219,2.0075,7590769,355768639,22042590945,17790351966
2014/1/2,'002230,科大讯飞,48.07,48.55,47.68,47.69,47.85,0.22,0.4598,1.188,4492085,216206425.3,22520453703,18176030159
2013/12/31,'002230,科大讯飞,47.85,48.29,47.11,47.32,47.03,0.82,1.7436,1.613,6099115,291623093.3,22417385265,18092844667
2013/12/30,'002230,科大讯飞,47.03,47.68,46.6,47.54,47.15,-0.12,-0.2545,1.0232,3868717,181840981.8,22033221087,17782789648
2013/12/27,'002230,科大讯飞,47.15,47.21,45.87,45.99,46.32,0.83,1.7919,1.4934,5646913,263889373.9,22089440235,17828163553
2013/12/26,'002230,科大讯飞,46.32,47.25,45.53,47.02,47.02,-0.7,-1.4887,1.2025,4546932,211217790.2,21700591128,17514327376
2013/12/25,'002230,科大讯飞,47.02,47.35,46.01,46.4,46.25,0.77,1.6649,1.1625,4395549,206021554.7,22028536158,17779008490
2013/12/24,'002230,科大讯飞,46.25,46.87,45.08,46.01,45.74,0.51,1.115,1.1257,4256604,197045524,21667796625,17487859265
2013/12/23,'002230,科大讯飞,45.74,46.08,43.89,45.34,45.37,0.37,0.8155,1.2671,4791291,216771304.4,21428865246,17295020168
2013/12/20,'002230,科大讯飞,45.37,46.98,45.26,46.69,46.7,-1.33,-2.848,1.3364,5053012,232688853.3,21255522873,17155117294
2013/12/19,'002230,科大讯飞,46.7,48.07,46.56,47.81,47.61,-0.91,-1.9114,0.9469,3580383,168806652.6,21878618430,17658011409
2013/12/18,'002230,科大讯飞,47.61,48.28,47.3,47.55,47.5,0.11,0.2316,0.8058,3047008,145622073,22304946969,18002096856
2013/12/17,'002230,科大讯飞,47.5,47.79,46.77,47.12,47.15,0.35,0.7423,1.0832,4095828,193725084.9,22253412750,17960504110
2013/12/16,'002230,科大讯飞,47.15,49.19,47,48.88,49.11,-1.96,-3.991,1.8595,7031099,336126029.1,22089440235,17828163553
2013/12/13,'002230,科大讯飞,49.11,49.8,48.76,49.31,48.83,0.28,0.5734,2.3821,9007188,443323250.7,23007686319,18569270670
2013/12/12,'002230,科大讯飞,48.83,49.41,48.06,49.36,48.42,0.41,0.8468,2.5079,9482737,463081060.7,22876508307,18463398225
2013/12/11,'002230,科大讯飞,48.42,49.18,47,47.53,47.19,1.23,2.6065,2.6088,9864462,475387043.2,22684426218,18308370716
2013/12/10,'002230,科大讯飞,47.19,47.52,45.88,46.14,46.17,1.02,2.2092,1.2677,4793344,225925190.1,22108179951,17843288188
2013/12/9,'002230,科大讯飞,46.17,46.45,45.8,46.2,45.4,0.77,1.696,1.114,4212107,194381124.5,21630317193,17457609995
2013/12/6,'002230,科大讯飞,45.4,46.67,44.71,46.18,46.29,-0.89,-1.9227,1.6046,6067387,275465701.6,21269577660,17166460770
2013/12/5,'002230,科大讯飞,46.29,48.12,46.24,47.64,47.68,-1.39,-2.9153,1.5013,5676785,265897079.8,21686536341,17502983900
2013/12/4,'002230,科大讯飞,47.68,48.49,47.33,47.34,47.59,0.09,0.1891,1.5597,5897377,283203838.9,22337741472,18028564968
2013/12/3,'002230,科大讯飞,47.59,47.95,44.98,47,47.08,0.51,1.0833,1.9645,7428048,347728296.6,22295577111,17994534539
2013/12/2,'002230,科大讯飞,47.08,48.53,45.11,46.67,46.78,0.3,0.6413,3.5863,13560309,644988115.1,22056645732,17801695442
2013/11/29,'002230,科大讯飞,46.78,46.96,45.77,46.4,46.18,0.6,1.2993,1.328,5021447,232775713.7,21916097862,17688260679
2013/11/28,'002230,科大讯飞,46.18,48,46.05,47.28,46.67,-0.49,-1.0499,1.5813,5979253,281048648.4,21635002122,17461391154
2013/11/27,'002230,科大讯飞,46.67,47.35,46.23,46.52,46.68,-0.01,-0.0214,2.0919,7909737,370726802.6,21864563643,17646667933
2013/11/26,'002230,科大讯飞,46.68,47.08,44.2,44.58,44.33,2.35,5.3012,3.0082,11374494,523604052,21869248572,17650449092
2013/11/25,'002230,科大讯飞,44.33,44.86,43.82,43.82,44,0.33,0.75,0.8457,3197708,142157208.3,20768290257,16761876783
2013/11/22,'002230,科大讯飞,44,45.45,44,45.35,45,-1,-2.2222,1.1774,4451802,198343313.6,20613687600,16637098544
2013/11/21,'002230,科大讯飞,45,45.25,44.2,44.74,44.74,0.26,0.5811,1.8335,6932875,311623294.4,21082180500,17015214420
2013/11/20,'002230,科大讯飞,44.74,45.14,44.13,44.9,44.6,0.14,0.3139,0.988,3735624,166809076.1,20960372346,16916904292
2013/11/19,'002230,科大讯飞,44.6,44.75,43.83,44.55,44.75,-0.15,-0.3352,1.3902,5256386,232574905.8,20894783340,16863968070
2013/11/18,'002230,科大讯飞,44.75,44.99,43.98,43.99,43.99,0.76,1.7277,1.2013,4542132,202578891.2,20965057275,16920685451
2013/11/15,'002230,科大讯飞,43.99,44.83,43.09,43.09,43.29,0.7,1.617,1.4315,5412611,240163566.5,20609002671,16633317385
2013/11/14,'002230,科大讯飞,43.29,43.66,41.6,41.8,42.4,0.89,2.0991,0.9744,3684441,157959853.2,20281057641,16368636272
2013/11/13,'002230,科大讯飞,42.4,43.27,42.3,42.85,42.87,-0.47,-1.0963,0.7465,2822757,121074003.8,19864098960,16032113142
2013/11/12,'002230,科大讯飞,42.87,43.3,42.51,42.71,42.66,0.21,0.4923,0.6654,2515840,107737066.3,20084290623,16209827604
2013/11/11,'002230,科大讯飞,42.66,43.1,41.44,42.3,42.3,0.36,0.8511,0.9701,3668209,154692036.3,19985907114,16130423270
2013/11/8,'002230,科大讯飞,42.3,43.4,42,42.5,42.86,-0.56,-1.3066,1.0834,4096413,174103662.1,19817249670,15994301555
2013/11/7,'002230,科大讯飞,42.86,43.82,42.8,43.82,43.84,-0.98,-2.2354,1.089,4117502,177317421.3,20079605694,16206046445
2013/11/6,'002230,科大讯飞,43.84,45.1,43.81,44.95,44.95,-1.11,-2.4694,0.9531,3603808,160405979.3,20538728736,16576600004
2013/11/5,'002230,科大讯飞,44.95,45.06,43.42,43.5,44.05,0.9,2.0431,1.1085,4191485,186243986.7,21058755855,16996308626
2013/11/4,'002230,科大讯飞,44.05,44.7,43,43,42.96,1.09,2.5372,0.892,3372938,148668277.1,20637112245,16656004338
2013/11/1,'002230,科大讯飞,42.96,43.6,42,43.51,43.6,-0.64,-1.4679,0.7805,2951382,126075342.3,20126454984,16243858033
2013/10/31,'002230,科大讯飞,43.6,45.11,43.5,45.1,45.09,-1.49,-3.3045,1.4033,5305944,233380800.1,20426290440,16485852194
2013/10/30,'002230,科大讯飞,45.09,45.49,44.38,44.48,44.98,0.11,0.2446,1.3959,5277975,237347313.3,21124344861,17049244849
2013/10/29,'002230,科大讯飞,44.98,45.53,42.5,44.5,44.26,0.72,1.6268,2.9166,11028056,490335554.2,21072810642,17007652103
2013/10/28,'002230,科大讯飞,44.26,44.58,42.59,42.6,42.19,2.07,4.9064,2.356,8908386,390828617.4,20735495754,16735408672
2013/10/25,'002230,科大讯飞,42.19,43.8,41.6,43.58,43.54,-1.35,-3.1006,3.0347,11474670,489747497,19765715451,15952708808
2013/10/24,'002230,科大讯飞,43.54,43.8,42.8,42.92,42.78,0.76,1.7765,1.6494,6236632,270267170,20398180866,16463165241
2013/10/23,'002230,科大讯飞,42.78,44.93,42.68,44.83,44.83,-2.05,-4.5728,3.2774,12392527,540888726.7,20042126262,16175797175
2013/10/22,'002230,科大讯飞,44.83,47.93,44.5,47.91,48.86,-4.03,-8.2481,6.2992,23818328,1083783281,21002536707,16950934721
2013/10/21,'002230,科大讯飞,48.86,49.35,46.99,47.11,46.86,2,4.268,2.1157,7999746,388731070.2,22890563094,18474741701
2013/10/18,'002230,科大讯飞,46.86,47.59,46.01,46.99,47.15,-0.29,-0.6151,1.9227,7270024,339653539.8,21953577294,17718509949
2013/10/17,'002230,科大讯飞,47.15,50.25,46.81,49.95,49.8,-2.65,-5.3213,2.8645,10831236,523431981,22089440235,17828163553
2013/10/16,'002230,科大讯飞,49.8,49.97,48,49.3,49.55,0.25,0.5045,2.1127,7988630,391287224,23330946420,18830170625
2013/10/15,'002230,科大讯飞,49.55,51.49,48.91,51.25,51.25,-1.7,-3.3171,3.7274,14093776,705076362.9,23213823195,18735641656
2013/10/14,'002230,科大讯飞,51.25,53.9,51.18,52.82,52.4,-1.15,-2.1947,2.8552,10796140,565941738.3,24010261125,19378438645
2013/10/11,'002230,科大讯飞,52.4,53.5,51.75,52.15,52.15,0.25,0.4794,2.4006,9076986,478223565.8,24549027960,19813271902
2013/10/10,'002230,科大讯飞,52.15,53.63,51.5,51.9,52.14,0.01,0.0192,3.4222,12939839,680351685.6,24431904735,19718742933
2013/10/9,'002230,科大讯飞,52.14,52.34,50.85,51.66,51.66,0.48,0.9292,3.4197,12930406,668084868.6,24427219806,19714961775
2013/10/8,'002230,科大讯飞,51.66,52.38,48.06,48.06,47.62,4.04,8.4838,6.8488,25896583,1325732746,24202343214,19533466154
2013/9/30,'002230,科大讯飞,47.62,48.69,46.1,48.24,48.01,-0.39,-0.8123,2.8194,10660436,503951758.7,22309631898,18005878015
2013/9/27,'002230,科大讯飞,48.01,49.68,48.01,49.19,48.83,-0.82,-1.6793,1.7116,6471827,316698186.9,22492344129,18153343207
2013/9/26,'002230,科大讯飞,48.83,49.88,48.56,49.25,49.35,-0.52,-1.0537,2.0661,7812380,383864010.6,22876508307,18463398225
2013/9/25,'002230,科大讯飞,49.35,49.88,48,49.22,49.14,0.21,0.4274,3.3718,12749500,624625482.6,23120124615,18660018481
2013/9/24,'002230,科大讯飞,49.14,50.17,48.02,48.4,48.29,0.85,1.7602,4.061,15355283,756719881.4,23021741106,18580614147
2013/9/23,'002230,科大讯飞,48.29,48.33,45.3,45.88,45.39,2.9,6.3891,3.6175,13678368,644453921.7,22623522141,18259215652
2013/9/18,'002230,科大讯飞,45.39,46.62,44.9,46.6,45.8,-0.41,-0.8952,1.509,5705761,259136161.6,21264892731,17162679612
2013/9/17,'002230,科大讯飞,45.8,46.6,45.27,45.6,45.45,0.35,0.7701,2.2924,8667933,399106960.6,21456974820,17317707121
2013/9/16,'002230,科大讯飞,45.45,46.5,43.86,44.99,45.16,0.29,0.6422,2.5706,9719788,438553343.1,21293002305,17185366564
2013/9/13,'002230,科大讯飞,45.16,45.5,44.57,44.88,45.3,-0.14,-0.3091,1.5828,5984646,269991780.2,21157139364,17075712960
2013/9/12,'002230,科大讯飞,45.3,45.97,44.26,44.66,44.27,1.03,2.3266,3.2478,12280611,553566592.1,21222728370,17128649183
2013/9/11,'002230,科大讯飞,44.27,48.28,43.59,48.28,48.31,-4.04,-8.3627,6.0617,22920427,1032724778,20740180683,16739189831
2013/9/10,'002230,科大讯飞,48.31,50.89,48,49.7,49.31,-1,-2.028,3.8289,14477617,716193200.4,22632891999,18266777970
2013/9/9,'002230,科大讯飞,49.46,50.48,49.12,50.2,49.67,-0.21,-0.4228,2.7574,10426138,517412591.4,23171658834,18701611227
2013/9/6,'002230,科大讯飞,49.67,50.5,48,48.58,49.07,0.6,1.2227,3.723,14077175,698464342.6,23270042343,18781015561
2013/9/5,'002230,科大讯飞,49.07,49.42,46.62,46.82,46.57,2.5,5.3683,4.0733,15401726,740987539.5,22988946603,18554146035
2013/9/4,'002230,科大讯飞,46.57,47.58,46.1,47.58,47.59,-1.02,-2.1433,2.2282,8425190,393464025.4,21817714353,17608856345
2013/9/3,'002230,科大讯飞,47.59,47.99,46.28,46.6,46.67,0.92,1.9713,2.2868,8646697,410092187.5,22295577111,17994534539
2013/9/2,'002230,科大讯飞,46.67,47.79,45.7,46,46.78,-0.11,-0.2351,1.9969,7550409,353772671.3,21864563643,17646667933
2013/8/30,'002230,科大讯飞,46.78,49.6,46.1,49.25,49.25,-2.47,-5.0152,3.8773,14660621,692433141.2,21916097862,17688260679
2013/8/29,'002230,科大讯飞,49.25,50.48,48.69,50.1,50.1,-0.85,-1.6966,3.4166,12918531,640051348.3,23073275325,18622206893
2013/8/28,'002230,科大讯飞,50.1,50.85,46.52,47.41,47.86,2.24,4.6803,6.3879,24153772,1191372104,23471494290,18943605388
2013/8/27,'002230,科大讯飞,47.86,48.91,47.41,48.9,48.89,-1.03,-2.1068,3.2681,12357140,593251204.4,22422070194,18096625825
2013/8/26,'002230,科大讯飞,48.89,49.48,48.25,48.77,48.75,0.14,0.2872,3.382,12787764,624546339.6,22904617881,18486085178
2013/8/23,'002230,科大讯飞,48.75,49.17,47.3,48,48.18,0.57,1.1831,4.6544,17599113,850941707.7,22839028875,18433148955
2013/8/22,'002230,科大讯飞,48.18,48.38,46,46.3,46.3,1.88,4.0605,4.7999,18149114,856888886.1,22571987922,18217622906
2013/8/21,'002230,科大讯飞,46.3,46.96,45.65,46.45,46.55,-0.25,-0.5371,2.9791,11264425,521125809.3,21691221270,17506765059
2013/8/20,'002230,科大讯飞,46.55,49.3,44.8,48.63,48.4,-1.85,-3.8223,6.7487,25517878,1195950280,21808344495,17601294028
2013/8/19,'002230,科大讯飞,48.4,49.8,47.18,47.9,47.84,0.56,1.1706,3.8668,14620836,710821336.4,22675056360,18300808398
2013/8/16,'002230,科大讯飞,47.84,53.3,47.02,51.47,52.22,-4.38,-8.3876,6.3784,24117705,1204652653,22412700336,18089063508
2013/8/15,'002230,科大讯飞,52.22,53.58,51.93,52,51.72,0.5,0.9667,3.7032,14002370,738218116.1,24464699238,19745211045
2013/8/14,'002230,科大讯飞,51.72,52.2,50.6,51.29,51.17,0.55,1.0748,2.8464,10762576,554879255.2,24230452788,19556153107
2013/8/13,'002230,科大讯飞,51.17,51.8,50,50.7,51.2,-0.03,-0.0586,3.4355,12990053,663221360.8,23972781693,19348189375
2013/8/12,'002230,科大讯飞,51.2,53.5,49.88,52.8,53.68,-2.48,-4.62,7.1485,27029623,1381093941,23986836480,19359532851
2013/8/9,'002230,科大讯飞,53.68,56,53.02,55.78,55.78,-2.1,-3.7648,3.1706,11988647,648075601.1,25148698872,20297260224
2013/8/8,'002230,科大讯飞,55.78,55.79,52.4,54.66,54.6,1.18,2.1612,3.828,14474453,781825551.6,26132533962,21091303563
2013/8/7,'002230,科大讯飞,54.6,58,54.4,58,58.18,-3.58,-6.1533,4.211,15922314,883762066.6,25579712340,20645126830
2013/8/6,'002230,科大讯飞,58.18,59,57.8,58.99,58.68,-0.5,-0.8521,1.7702,6693276,389803505.9,27256916922,21998781666
2013/8/5,'002230,科大讯飞,58.68,59.06,56.9,57.63,57.6,1.08,1.875,1.6486,6233437,362450812.6,27491163372,22187839604
2013/8/2,'002230,科大讯飞,57.6,59.45,57.3,57.5,56.97,0.63,1.1058,2.4615,9307444,542183671.7,26985191040,21779474458
2013/8/1,'002230,科大讯飞,56.97,57.23,53.21,54.5,54.1,2.87,5.305,3.1552,11930396,667990000,26690040513,21541261456
2013/7/31,'002230,科大讯飞,54.1,57.01,54.1,55.65,55.18,-1.08,-1.9572,2.4001,9075243,505319399.1,25345465890,20456068892
2013/7/30,'002230,科大讯飞,55.18,59.56,53.15,59.1,58.61,-3.43,-5.8522,4.5413,17171261,956162134.9,25851438222,20864434038
2013/7/29,'002230,科大讯飞,58.61,61.5,58.4,60.5,60.99,-2.38,-3.9023,2.1239,8030739,479953368.8,27458368869,22161371492
2013/7/26,'002230,科大讯飞,60.99,61.98,57,58.88,58.26,2.73,4.6859,2.9391,11113330,660970777.8,28573381971,23061287277
2013/7/25,'002230,科大讯飞,58.26,62.82,58.18,62.44,62.55,-4.29,-6.8585,3.1743,12002385,720324385.2,27294396354,22029030936
2013/7/24,'002230,科大讯飞,62.55,63.3,59,59.29,59.09,3.46,5.8555,2.8633,10826559,662376641.9,29304230895,23651148044
2013/7/23,'002230,科大讯飞,59.09,59.78,57.76,57.76,57.5,1.59,2.7652,2.0874,7892883,464043121.4,27683245461,22342867113
2013/7/22,'002230,科大讯飞,57.5,58.15,56.03,56.33,56.98,0.52,0.9126,1.7838,6744775,385856782.8,26938341750,21741662870
2013/7/19,'002230,科大讯飞,56.98,59.81,56.97,59.44,59.06,-2.08,-3.5218,2.6537,10034009,585930872.8,26694725442,21545042615
2013/7/18,'002230,科大讯飞,59.06,59.48,55.7,56.4,56.63,2.43,4.291,2.8785,10883897,630903274.9,27669190674,22331523637
2013/7/17,'002230,科大讯飞,56.63,57.7,55.11,56.07,56.07,0.56,0.9988,2.4299,9187896,516600901.6,26530752927,21412702058
2013/7/16,'002230,科大讯飞,56.07,57.36,55.28,55.77,55.84,0.23,0.4119,2.364,8938717,502600491.2,26268396903,21200957167
2013/7/15,'002230,科大讯飞,55.84,56.87,52.61,52.7,51.79,4.05,7.82,3.4457,13028595,708348825.6,26160643536,21113990516
2013/7/12,'002230,科大讯飞,51.79,52.98,51.3,51.5,51.5,0.29,0.5631,2.1705,8206817,428844013.7,24263247291,19582621218
2013/7/11,'002230,科大讯飞,51.5,52.25,49.7,50.48,50.47,1.03,2.0408,2.9535,11167841,572722585.3,24127384350,19472967614
2013/7/10,'002230,科大讯飞,50.47,51.5,49.55,49.55,48.99,1.48,3.021,3.0619,11577349,585540107.3,23644836663,19083508262
2013/7/9,'002230,科大讯飞,48.99,49.09,47.3,48.11,48.4,0.59,1.219,1.9211,7263952,351551751.6,22951467171,18523896765
2013/7/8,'002230,科大讯飞,48.4,49.98,47.12,47.45,48.25,0.15,0.3109,2.1612,8171977,398673111.4,22675056360,18300808398
2013/7/5,'002230,科大讯飞,48.25,50.25,48.03,49.83,49.8,-1.55,-3.1124,2.2661,8568359,421224517.3,22604782425,18244091017
2013/7/4,'002230,科大讯飞,49.8,51.19,49.29,50.01,50.4,-0.6,-1.1905,2.5556,9663206,484389701.1,23330946420,18830170625
2013/7/3,'002230,科大讯飞,50.4,50.98,48.6,49.1,49.17,1.23,2.5015,3.4296,12968008,648622342.9,23612042160,19057040150
2013/7/2,'002230,科大讯飞,49.17,50.94,48.86,49.28,49.18,-0.01,-0.0203,3.1841,12039513,596876310.4,23035795893,18591957623
2013/7/1,'002230,科大讯飞,49.18,49.86,45.5,46,46.2,2.98,6.4502,4.2488,16065247,770328586.2,23040480822,18595738782
2013/6/28,'002230,科大讯飞,46.2,47.64,45.35,46.33,46.72,-0.52,-1.113,2.8855,10910406,507890355.4,21644371980,17468953471
2013/6/27,'002230,科大讯飞,46.72,49.34,46.21,48.9,48.48,-1.76,-3.6304,4.5655,17262952,825933829.6,21887988288,17665573727
2013/6/26,'002230,科大讯飞,48.48,48.48,44.78,45.21,44.07,4.41,10.0068,6.2598,23669356,1110584706,22712535792,18331057669
2013/6/25,'002230,科大讯飞,44.07,45.88,39.59,44.99,43.99,0.08,0.1819,6.18,23367731,994381627.8,20646482103,16663566655
2013/6/24,'002230,科大讯飞,43.99,47.28,43.42,46.3,46.26,-2.27,-4.907,3.3463,12652958,578225741.1,20609002671,16633317385
2013/6/21,'002230,科大讯飞,46.26,46.5,43.38,44.11,45.69,0.57,1.2475,2.4112,9117200,411090165,21672481554,17491640424
2013/6/20,'002230,科大讯飞,45.69,47.7,45.61,46.02,46.6,-0.91,-1.9528,1.9955,7545395,352134484.9,21405440601,17276114374
2013/6/19,'002230,科大讯飞,46.6,46.95,45.41,46.9,47.69,-1.09,-2.2856,2.9778,11259405,518348395,21831769140,17620199822
2013/6/18,'002230,科大讯飞,47.69,48.45,46.02,47.15,47.01,0.68,1.4465,2.3405,8849805,418574737,22342426401,18032346126
2013/6/17,'002230,科大讯飞,47.01,49.04,46.8,47.8,47.55,-0.54,-1.1356,3.3835,12793473,611261025.2,22023851229,17775227331
2013/6/14,'002230,科大讯飞,47.55,47.55,43.85,44.1,43.23,4.32,9.9931,4.6477,17573847,815158929,22276837395,17979409904
2013/6/13,'002230,科大讯飞,43.23,44.18,41.5,43.71,44.43,-1.2,-2.7009,1.8792,7105687,307197405.2,20252948067,16345949320
2013/6/7,'002230,科大讯飞,44.43,44.87,42.7,43.76,43.8,0.63,1.4384,2.4805,9379251,411181946.6,20815139547,16799688371
2013/6/6,'002230,科大讯飞,43.8,44.45,42.5,43.69,43.76,0.04,0.0914,2.1276,8044606,350404677.7,20519989020,16561475369
2013/6/5,'002230,科大讯飞,43.76,44.13,42,42.01,42.21,1.55,3.6721,2.8574,10804249,468281460.3,20501249304,16546350734
2013/6/4,'002230,科大讯飞,42.21,44.48,40.97,44.3,44.17,-1.96,-4.4374,3.0922,11692005,498463751.8,19775085309,15960271126
2013/6/3,'002230,科大讯飞,44.17,46.3,43.85,45.84,45.84,-1.67,-3.6431,2.8689,10847742,486114801.5,20693331393,16701378243
2013/5/31,'002230,科大讯飞,45.84,46.85,45.2,46.27,45.8,0.04,0.0873,3.1198,11796352,543096238.7,21475714536,17332831756
2013/5/30,'002230,科大讯飞,45.8,46.38,42.18,42.29,42.16,3.64,8.6338,5.4259,20516047,925779566.1,21456974820,17317707121
2013/5/29,'002230,科大讯飞,42.16,42.38,40.71,41.1,41.29,0.87,2.107,2.187,8269312,346112693.4,19751660664,15941365332
2013/5/28,'002230,科大讯飞,41.29,42.96,40.85,42.75,41.42,-0.13,-0.3139,3.2268,12200928,510136730.4,19344071841,15612404520
